Date,Open,High,Low,Close,Volume
2009-11-11,73.44972168380194,76.27471097933278,70.76597969775185,71.86772918701172,339000
2009-11-12,72.17847700907043,72.29147917141667,69.83373602278304,70.17273712158203,919000
2009-11-13,70.62473129860814,72.0372259245803,69.63598398277975,71.8394775390625,456900
2009-11-16,73.44971854731722,75.73795827027665,73.44971854731722,74.86221313476562,830400
2009-11-17,74.4949653074933,76.07695770263672,73.59096426488652,76.07695770263672,744200
2009-11-18,77.037463344695,78.13920750238317,75.56846754228427,76.41596221923828,915800
2009-11-19,75.79445660707844,76.33120603961301,72.79996969864172,76.0487060546875,868925
2009-11-20,74.80572640344158,75.7662233381583,73.87348001248009,75.59672546386719,560475
2009-11-23,78.81721371102081,80.00370963304651,77.29172203312513,77.96971893310547,775175
2009-11-24,78.30870442026055,79.04320231265044,75.99221396869847,76.89620971679688,688500
2009-11-25,78.7889517506089,80.20144643463267,78.11095494886625,79.94719696044922,670625
2009-11-27,74.72096973938143,78.1674547732479,73.11072129934989,76.52896118164062,753375
2009-11-30,76.2464634463811,77.60245706852871,75.56846663530729,76.89620971679688,616950
2009-12-01,79.4952048288851,81.67044809242175,79.09970801305661,80.85120391845703,757800
2009-12-02,82.32019171330039,83.8739391600619,81.95294545176901,82.85694122314453,674600
2009-12-03,82.20718749357924,82.37668533830714,80.08844557564287,80.54044342041016,766500
2009-12-04,78.76068765929338,79.04318762514096,74.63620647793013,76.67019653320312,1146300
2009-12-07,74.15597782036211,77.00921799451532,73.47798095545046,75.28597259521484,666675
2009-12-08,73.87347908061099,74.24073075655605,71.58523894770487,71.9807357788086,781100
2009-12-09,72.65872234969707,74.83396538870994,71.78297718150934,73.67572021484375,777325
2009-12-10,74.52321159487808,74.86221266456172,73.05422132822018,73.84521484375,374100
2009-12-11,74.18422750287864,74.46672754037544,71.55698631416658,72.12198638916016,394325
2009-12-14,72.77173433661811,74.32547649535606,71.86773850693494,74.29722595214844,361150
2009-12-15,73.73221996141643,74.35371565208817,72.79997373128917,73.13896942138672,535775
2009-12-16,74.09945582072945,75.03170192039583,73.7322096431439,74.32545471191406,386375
2009-12-17,72.34797911044082,72.68697481564845,70.08798439335168,70.14448547363281,513650
2009-12-18,70.70949771499312,71.47224087759358,69.49475122029982,70.82249450683594,379275
2009-12-21,71.6699910953478,71.72648679431322,69.15574659709829,69.66424560546875,396300
2009-12-22,70.17273490507203,70.48348545346896,68.81674132918647,70.1162338256836,334075
2009-12-23,70.87900031569188,73.64748925316134,70.62475078181807,73.28024291992188,457975
2009-12-24,74.66447859712544,74.66447859712544,73.44973216459258,73.81697845458984,161450
2009-12-28,75.08821711288596,75.08821711288596,73.28022564336094,73.73222351074219,159500
2009-12-29,74.21248280586167,74.49498286147963,73.2519858497049,73.30848693847656,163350
2009-12-30,72.46098323370056,72.71523273251888,71.61348849646622,72.15023803710938,151850
2009-12-31,72.85647792016509,73.47797363737591,72.4892262872645,72.71522521972656,153375
2010-01-04,75.4554749477064,76.0769761519831,75.00347701090904,75.65322875976562,368525
2010-01-05,76.27472472033773,77.17872059564549,75.51197617995665,76.47247314453125,501825
2010-01-06,77.7154501582204,79.18444577150132,77.26345233693998,78.61944580078125,379900
2010-01-07,78.44995769418384,78.95845665324786,77.23521137825084,78.42170715332031,354800
2010-01-08,79.01494302230466,79.80594190841967,77.60244847525298,79.69293975830078,226600
2010-01-11,82.54620325210608,82.63095488919497,80.28621347880897,80.4557113647461,510425
2010-01-12,79.55169224717046,79.89069330838583,76.78320423549468,76.81145477294922,484200
2010-01-13,77.91320160262569,78.4782015956165,76.16170593494557,78.1957015991211,419250
2010-01-14,78.3934532090173,78.53470051896298,77.15045640618528,78.02620697021484,274900
2010-01-15,77.51771529320521,77.51771529320521,75.96396779708796,77.00921630859375,271475
2010-01-19,76.86797446711905,77.31997781932283,76.30297970628568,76.83972930908203,351000
2010-01-20,74.49497492854223,74.9187222727243,72.43272851390724,72.79998016357422,529725
2010-01-21,72.48923505131182,72.48923505131182,68.59075164794922,68.59075164794922,723675
2010-01-22,68.13874595360646,69.49473955759872,66.47200179477612,68.08224487304688,774525
2010-01-25,68.53424590756424,69.21224274088618,67.65850067138672,67.65850067138672,337550
