Date,Open,High,Low,Close,Volume
2006-06-21,4.429999828338623,4.488124847412109,4.426249980926514,4.46875,4436800
2006-06-22,4.442500114440918,4.442500114440918,4.391250133514404,4.421249866485596,2185600
2006-06-23,4.394999980926514,4.461249828338623,4.383124828338623,4.42062520980835,713600
2006-06-26,4.421875,4.448124885559082,4.406875133514404,4.446249961853027,603200
2006-06-27,4.460625171661377,4.460625171661377,4.367499828338623,4.367499828338623,1835200
2006-06-28,4.380624771118164,4.418749809265137,4.356249809265137,4.40625,681600
2006-06-29,4.46875,4.593124866485596,4.461874961853027,4.593124866485596,1068800
2006-06-30,4.625625133514404,4.631249904632568,4.590624809265137,4.590624809265137,1449600
2006-07-03,4.615624904632568,4.653124809265137,4.610000133514404,4.653124809265137,454400
2006-07-05,4.603125095367432,4.61062479019165,4.555624961853027,4.591249942779541,1184000
2006-07-06,4.606249809265137,4.638124942779541,4.591249942779541,4.605625152587891,1865600
2006-07-07,4.571875095367432,4.611249923706055,4.53000020980835,4.552499771118164,1137600
2006-07-10,4.590624809265137,4.60812520980835,4.543749809265137,4.560625076293945,1152000
2006-07-11,4.540625095367432,4.602499961853027,4.504374980926514,4.599374771118164,3080000
2006-07-12,4.594375133514404,4.596250057220459,4.489999771118164,4.508749961853027,2051200
2006-07-13,4.448124885559082,4.46999979019165,4.369375228881836,4.372499942779541,2780800
2006-07-14,4.358749866485596,4.371874809265137,4.28125,4.333125114440918,2417600
2006-07-17,4.339375019073486,4.362500190734863,4.300000190734863,4.328750133514404,910400
2006-07-18,4.359375,4.415625095367432,4.256875038146973,4.335625171661377,3278400
2006-07-19,4.375,4.512499809265137,4.374374866485596,4.484375,3504000
2006-07-20,4.525000095367432,4.53125,4.421875,4.431875228881836,1844800
2006-07-21,4.393750190734863,4.413125038146973,4.344375133514404,4.361875057220459,2054400
2006-07-24,4.404375076293945,4.508749961853027,4.404375076293945,4.5,2134400
2006-07-25,4.491250038146973,4.580625057220459,4.470624923706055,4.556875228881836,2742400
2006-07-26,4.527500152587891,4.596250057220459,4.508749961853027,4.565625190734863,2211200
2006-07-27,4.599374771118164,4.612500190734863,4.503749847412109,4.521874904632568,2864000
2006-07-28,4.544374942779541,4.641250133514404,4.541250228881836,4.625,1806400
2006-07-31,4.625,4.625,4.59499979019165,4.612500190734863,908800
2006-08-01,4.5625,4.596875190734863,4.528124809265137,4.571249961853027,836800
2006-08-02,4.616875171661377,4.659375190734863,4.59499979019165,4.606249809265137,1172800
2006-08-03,4.5625,4.663750171661377,4.5625,4.629374980926514,1441600
2006-08-04,4.731249809265137,4.734375,4.587500095367432,4.628125190734863,2753600
2006-08-07,4.599999904632568,4.621874809265137,4.581250190734863,4.602499961853027,785600
2006-08-08,4.637499809265137,4.646249771118164,4.545000076293945,4.565000057220459,923200
2006-08-09,4.606874942779541,4.653749942779541,4.525000095367432,4.53000020980835,1115200
2006-08-10,4.518750190734863,4.578125,4.500625133514404,4.570000171661377,2590400
2006-08-11,4.5625,4.5625,4.506249904632568,4.536874771118164,1950400
2006-08-14,4.593124866485596,4.672500133514404,4.539374828338623,4.552499771118164,1545600
2006-08-15,4.623125076293945,4.675000190734863,4.611249923706055,4.664374828338623,1350400
2006-08-16,4.696875095367432,4.750625133514404,4.691874980926514,4.742499828338623,1792000
2006-08-17,4.741250038146973,4.786874771118164,4.730000019073486,4.761875152587891,3046400
2006-08-18,4.777500152587891,4.793749809265137,4.730625152587891,4.78125,1331200
2006-08-21,4.75,4.771249771118164,4.743750095367432,4.758749961853027,649600
2006-08-22,4.753749847412109,4.791250228881836,4.734375,4.76687479019165,1113600
2006-08-23,4.773125171661377,4.787499904632568,4.697500228881836,4.723750114440918,996800
2006-08-24,4.756249904632568,4.756249904632568,4.711249828338623,4.741250038146973,1408000
2006-08-25,4.733749866485596,4.771249771118164,4.723750114440918,4.75,635200
2006-08-28,4.744999885559082,4.807499885559082,4.731874942779541,4.790625095367432,1110400
2006-08-29,4.786874771118164,4.814374923706055,4.741875171661377,4.813125133514404,947200
2006-08-30,4.831250190734863,4.831250190734863,4.738749980926514,4.8125,470400
2006-08-31,4.796875,4.818749904632568,4.793749809265137,4.808750152587891,444800
2006-09-01,4.828125,4.862500190734863,4.81374979019165,4.857500076293945,905600
2006-09-05,4.854374885559082,4.882500171661377,4.838749885559082,4.866250038146973,984000
2006-09-06,4.839375019073486,4.839375019073486,4.768750190734863,4.78125,902400
2006-09-07,4.738124847412109,4.780624866485596,4.715000152587891,4.73312520980835,1017600
2006-09-08,4.745625019073486,4.775625228881836,4.730000019073486,4.76687479019165,902400
2006-09-11,4.738124847412109,4.794374942779541,4.704999923706055,4.765625,524800
2006-09-12,4.778124809265137,4.866875171661377,4.778124809265137,4.858749866485596,1075200
2006-09-13,4.871250152587891,4.913750171661377,4.852499961853027,4.90625,636800
2006-09-14,4.889999866485596,4.894374847412109,4.864375114440918,4.882500171661377,803200
2006-09-15,4.946875095367432,4.962500095367432,4.905624866485596,4.924375057220459,998400
2006-09-18,4.914999961853027,4.949375152587891,4.901875019073486,4.923749923706055,544000
2006-09-19,4.909999847412109,4.925624847412109,4.848750114440918,4.89187479019165,1604800
2006-09-20,4.952499866485596,4.96750020980835,4.925000190734863,4.951250076293945,1241600
2006-09-21,4.974999904632568,4.974999904632568,4.878749847412109,4.897500038146973,825600
2006-09-22,4.896874904632568,4.896874904632568,4.840000152587891,4.870625019073486,560000
2006-09-25,4.913750171661377,4.979374885559082,4.852499961853027,4.961249828338623,1308800
2006-09-26,4.965000152587891,5.03000020980835,4.95437479019165,5.026249885559082,1222400
2006-09-27,5.040625095367432,5.056250095367432,5.011250019073486,5.038750171661377,1395200
2006-09-28,5.065625190734863,5.091249942779541,5.015625,5.054999828338623,1424000
2006-09-29,5.053124904632568,5.060625076293945,5.028749942779541,5.034375190734863,755200
2006-10-02,5.029375076293945,5.04562520980835,4.984375,4.992499828338623,720000
2006-10-03,4.990624904632568,5.044374942779541,4.961249828338623,5.010624885559082,764800
2006-10-04,5.012499809265137,5.135000228881836,4.989999771118164,5.128125190734863,1673600
2006-10-05,5.143750190734863,5.166250228881836,5.121874809265137,5.152500152587891,1104000
2006-10-06,5.106874942779541,5.139999866485596,5.095624923706055,5.137499809265137,2622400
2006-10-09,5.121874809265137,5.154375076293945,5.107500076293945,5.142499923706055,654400
2006-10-10,5.141250133514404,5.166250228881836,5.124374866485596,5.158124923706055,660800
2006-10-11,5.122499942779541,5.162499904632568,5.085625171661377,5.137499809265137,899200
2006-10-12,5.172500133514404,5.236249923706055,5.159375190734863,5.229374885559082,2403200
2006-10-13,5.21875,5.258124828338623,5.209374904632568,5.253749847412109,950400
2006-10-16,5.239375114440918,5.28125,5.238749980926514,5.269999980926514,982400
2006-10-17,5.231249809265137,5.253125190734863,5.178124904632568,5.227499961853027,2585600
2006-10-18,5.298749923706055,5.299375057220459,5.205625057220459,5.242499828338623,2396800
2006-10-19,5.227499961853027,5.263124942779541,5.216875076293945,5.251874923706055,1275200
2006-10-20,5.256249904632568,5.293749809265137,5.220624923706055,5.259375095367432,840000
2006-10-23,5.231249809265137,5.328125,5.223750114440918,5.308125019073486,2041600
